NAME,FOUNDED,ACCREDITED,PUB/PRIV,ACADEMIC YEAR,RESIDENT TUITION,RESIDENT TUITION (2014$),NONRESIDENT TUITION,NONRESIDENT TUITION (2014$),PERCENT PAYING FULL TUITION
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,1998-1999,"$13,450",N/A,N/A,N/A,N/A
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,1999-2000,"$14,960",N/A,N/A,N/A,N/A
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2000-2001,"$16,480",N/A,N/A,N/A,N/A
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2001-2002,"$16,900",N/A,N/A,N/A,86.4%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2002-2003,"$17,800",N/A,N/A,N/A,86.3%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2003-2004,"$18,320",N/A,N/A,N/A,81.6%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2004-2005,"$19,520",N/A,N/A,N/A,63.4%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2005-2006,"$20,520",N/A,N/A,N/A,63.9%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2006-2007,"$21,660",N/A,N/A,N/A,60.7%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2007-2008,"$23,250",N/A,N/A,N/A,55.5%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2008-2009,"$24,660",N/A,N/A,N/A,53.4%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2009-2010,"$26,000",N/A,N/A,N/A,67.0%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2010-2011,"$27,440",N/A,N/A,N/A,60.8%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2011-2012,"$28,790",N/A,N/A,N/A,57.5%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2012-2013,"$30,580",N/A,N/A,N/A,57.4%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2013-2014,"$30,580","$31,076","$30,580","$31,076",6.2%
TEXAS A&amp;M UNIVERSITY SCHOOL OF LAW [F/K/A TEXAS WESLEYAN UNIVERSITY SCHOOL OF LAW],1992,1994,PUBLIC,2014-2015,"$33,092","$33,092","$33,092","$33,092",N/A
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,1996-1997,"$1,950","$2,943","$3,900","$5,886",N/A
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,1997-1998,"$3,960","$5,840","$7,860","$11,592",N/A
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,1998-1999,"$3,960","$5,751","$7,860","$11,415",N/A
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,1999-2000,"$5,390","$7,660","$9,260","$13,160",N/A
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2000-2001,"$5,450","$7,493","$8,874","$12,200",N/A
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2001-2002,"$5,450","$7,287","$9,410","$12,581",62.4%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2002-2003,"$7,152","$9,413","$11,112","$14,625",69.8%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2003-2004,"$9,752","$12,550","$12,752","$16,411",20.0%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2004-2005,"$9,664","$12,112","$12,856","$16,113",62.6%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2005-2006,"$10,268","$12,447","$13,688","$16,593",60.3%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2006-2007,"$11,228","$13,185","$14,978","$17,589",62.2%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2007-2008,"$11,528","$13,162","$15,278","$17,444",56.3%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2008-2009,"$12,556","$13,806","$16,306","$17,929",57.3%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2009-2010,"$13,235","$14,604","$16,985","$18,743",46.5%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2010-2011,"$13,065","$14,184","$16,815","$18,255",47.8%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2011-2012,"$16,262","$17,115","$21,212","$22,324",53.9%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2012-2013,"$16,446","$16,958","$21,396","$22,062",50.9%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2013-2014,"$18,443","$18,742","$23,393","$23,772",61.9%
"TEXAS SOUTHERN UNIVERSITY, THURGOOD MARSHALL SCHOOL OF LAW",1947,1949,PUBLIC,2014-2015,"$18,443","$18,443","$23,393","$23,393",N/A
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,1996-1997,"$5,298","$7,996","$8,250","$12,452",N/A
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,1997-1998,"$6,030","$8,893","$8,640","$12,743",N/A
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,1998-1999,"$6,520","$9,469","$9,870","$14,334",N/A
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,1999-2000,"$6,621","$9,410","$11,691","$16,615",N/A
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2000-2001,"$6,973","$9,586","$12,043","$16,556",N/A
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2001-2002,"$7,226","$9,661","$12,296","$16,440",50.8%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2002-2003,"$9,241","$12,162","$14,337","$18,869",58.3%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2003-2004,"$9,756","$12,555","$14,852","$19,113",31.8%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2004-2005,"$11,126","$13,945","$17,454","$21,876",55.1%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2005-2006,"$11,126","$13,487","$17,454","$21,158",25.0%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2006-2007,"$12,615","$14,814","$19,720","$23,158",26.1%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2007-2008,"$13,654","$15,590","$20,759","$23,702",44.7%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2008-2009,"$13,673","$15,034","$20,701","$22,762",47.1%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2009-2010,"$15,194","$16,766","$22,110","$24,398",48.0%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2010-2011,"$17,351","$18,837","$25,751","$27,957",35.6%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2011-2012,"$22,190","$23,354","$30,680","$32,289",28.6%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2012-2013,"$22,518","$23,218","$32,148","$33,148",44.8%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2013-2014,"$22,367","$22,730","$32,087","$32,608",37.3%
TEXAS TECH UNIVERSITY SCHOOL OF LAW,1967,1969,PUBLIC,2014-2015,"$22,733","$22,733","$32,693","$32,693",N/A
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,1996-1997,"$5,640","$8,513","$11,660","$17,599",N/A
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,1997-1998,"$6,362","$9,383","$13,362","$19,707",N/A
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,1998-1999,"$7,234","$10,506","$15,034","$21,834",N/A
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,1999-2000,"$7,498","$10,656","$15,478","$21,997",N/A
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2000-2001,"$7,682","$10,561","$16,138","$22,186",N/A
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2001-2002,"$8,961","$11,981","$17,961","$24,014",27.8%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2002-2003,"$11,634","$15,312","$19,794","$26,051",17.1%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2003-2004,"$11,462","$14,750","$21,380","$27,514",44.4%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2004-2005,"$13,955","$17,490","$25,003","$31,337",20.4%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2005-2006,"$16,953","$20,551","$29,291","$35,507",21.7%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2006-2007,"$18,208","$21,382","$31,648","$37,165",11.4%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2007-2008,"$20,632","$23,557","$35,130","$40,110",23.6%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2008-2009,"$23,427","$25,759","$38,697","$42,549",22.9%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2009-2010,"$27,177","$29,989","$42,814","$47,244",8.8%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2010-2011,"$28,669","$31,125","$44,638","$48,462",12.7%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2011-2012,"$30,243","$31,829","$46,028","$48,442",17.9%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2012-2013,"$32,376","$33,383","$48,075","$49,570",16.6%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2013-2014,"$32,376","$32,901","$48,075","$48,855",16.8%
THE UNIVERSITY OF TEXAS SCHOOL OF LAW,1883,1923,PUBLIC,2014-2015,"$33,162","$33,162","$49,244","$49,244",N/A
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,1996-1997,"$4,500","$6,792","$9,000","$13,584",N/A
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,1997-1998,"$4,650","$6,858","$9,300","$13,716",N/A
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,1998-1999,"$4,960","$7,203","$9,920","$14,407",N/A
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,1999-2000,"$6,346","$9,019","$11,386","$16,182",N/A
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2000-2001,"$6,690","$9,197","$11,730","$16,126",N/A
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2001-2002,"$8,268","$11,054","$12,188","$16,295",53.7%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2002-2003,"$9,438","$12,421","$12,238","$16,107",50.9%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2003-2004,"$10,716","$13,790","$16,372","$21,069",42.1%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2004-2005,"$13,313","$16,686","$20,093","$25,184",37.1%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2005-2006,"$14,366","$17,415","$21,296","$25,815",30.9%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2006-2007,"$15,922","$18,698","$22,372","$26,272",27.9%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2007-2008,"$17,192","$19,629","$24,632","$28,124",48.5%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2008-2009,"$18,447","$20,283","$25,977","$28,563",37.6%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2009-2010,"$21,029","$23,205","$28,439","$31,382",42.5%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2010-2011,"$26,731","$29,021","$36,903","$40,064",29.0%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2011-2012,"$28,130","$29,605","$38,805","$40,840",34.6%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2012-2013,"$28,130","$29,005","$38,805","$40,012",24.2%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2013-2014,"$29,748","$30,231","$39,792","$40,438",11.3%
UNIVERSITY OF HOUSTON LAW CENTER,1947,1950,PUBLIC,2014-2015,"$29,784","$29,784","$43,176","$43,176",N/A
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,1996-1997,"$4,524","$6,828","$10,122","$15,277",N/A
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,1997-1998,"$4,685","$6,910","$10,503","$15,490",N/A
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,1998-1999,"$4,856","$7,052","$10,822","$15,717",N/A
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,1999-2000,"$5,127","$7,286","$11,439","$16,257",N/A
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2000-2001,"$5,603","$7,703","$12,207","$16,782",N/A
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2001-2002,"$6,463","$8,641","$13,852","$18,520",62.0%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2002-2003,"$7,687","$10,117","$16,263","$21,404",58.0%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2003-2004,"$8,510","$10,952","$18,072","$23,257",61.0%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2004-2005,"$9,746","$12,215","$20,742","$25,997",57.7%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2005-2006,"$10,782","$13,070","$22,987","$27,865",57.8%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2006-2007,"$11,758","$13,808","$25,116","$29,495",59.1%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2007-2008,"$12,615","$14,403","$26,975","$30,799",48.6%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2008-2009,"$13,371","$14,702","$28,593","$31,439",48.8%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2009-2010,"$16,666","$18,390","$33,084","$36,507",45.7%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2010-2011,"$18,231","$19,793","$36,209","$39,311",49.0%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2011-2012,"$20,760","$21,849","$39,410","$41,477",49.2%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2012-2013,"$22,408","$23,105","$42,547","$43,871",44.1%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2013-2014,"$23,489","$23,870","$44,635","$45,359",45.5%
"THE UNIVERSITY OF UTAH, S. J. QUINNEY COLLEGE OF LAW",1913,1927,PUBLIC,2014-2015,"$24,797","$24,797","$47,170","$47,170",N/A
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,1996-1997,"$7,280","$10,988","$17,948","$27,089",N/A
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,1997-1998,"$7,448","$10,985","$17,990","$26,532",N/A
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,1998-1999,"$7,644","$11,101","$18,214","$26,452",N/A
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,1999-2000,"$7,784","$11,063","$18,228","$25,906",N/A
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2000-2001,"$7,938","$10,913","$18,452","$25,367",N/A
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2001-2002,"$8,092","$10,819","$18,704","$25,007",94.1%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2002-2003,"$9,123","$12,007","$19,232","$25,312",90.2%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2003-2004,"$10,262","$13,206","$20,412","$26,268",84.1%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2004-2005,"$10,906","$13,669","$21,532","$26,987",85.9%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2005-2006,"$12,936","$15,681","$24,500","$29,699",80.9%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2006-2007,"$15,274","$17,937","$26,502","$31,122",85.8%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2007-2008,"$16,716","$19,086","$28,532","$32,577",86.7%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2008-2009,"$18,732","$20,597","$31,948","$35,128",85.0%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2009-2010,"$20,556","$22,683","$34,220","$37,761",86.0%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2010-2011,"$22,222","$24,126","$36,278","$39,386",86.5%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2011-2012,"$23,720","$24,964","$38,112","$40,111",84.1%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2012-2013,"$24,623","$25,389","$39,561","$40,792",81.4%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2013-2014,"$25,351","$25,762","$40,737","$41,398",65.6%
GEORGE MASON UNIVERSITY SCHOOL OF LAW,1972,1980,PUBLIC,2014-2015,"$25,351","$25,351","$40,737","$40,737",N/A
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,1996-1997,"$12,030","$18,157","$19,178","$28,946",N/A
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,1997-1998,"$13,954","$20,580","$19,870","$29,305",N/A
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,1998-1999,"$14,533","$21,106","$20,633","$29,965",N/A
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,1999-2000,"$15,319","$21,771","$21,718","$30,866",N/A
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2000-2001,"$15,803","$21,726","$23,684","$32,560",N/A
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2001-2002,"$18,090","$24,186","$25,316","$33,847",66.1%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2002-2003,"$20,627","$27,147","$26,967","$35,492",65.5%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2003-2004,"$23,798","$30,626","$29,201","$37,579",59.5%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2004-2005,"$26,100","$32,712","$31,100","$38,979",49.2%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2005-2006,"$28,300","$34,306","$33,300","$40,367",39.2%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2006-2007,"$30,700","$36,052","$35,700","$41,924",38.3%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2007-2008,"$33,500","$38,249","$38,500","$43,958",41.5%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2008-2009,"$36,800","$40,463","$41,800","$45,961",42.4%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2009-2010,"$38,800","$42,815","$43,800","$48,332",48.7%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2010-2011,"$42,500","$46,141","$47,500","$51,569",54.8%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2011-2012,"$44,600","$46,939","$49,600","$52,201",62.4%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2012-2013,"$46,400","$47,843","$51,400","$52,999",62.8%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2013-2014,"$47,900","$48,677","$52,900","$53,758",62.2%
UNIVERSITY OF VIRGINIA SCHOOL OF LAW,1826,1923,PUBLIC,2014-2015,"$51,800","$51,800","$54,800","$54,800",N/A
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,1996-1997,"$6,674","$10,073","$17,002","$25,661",N/A
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,1997-1998,"$7,758","$11,442","$17,574","$25,919",N/A
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,1998-1999,"$8,494","$12,336","$17,940","$26,054",N/A
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,1999-2000,"$9,074","$12,896","$18,200","$25,866",N/A
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2000-2001,"$9,591","$13,185","$18,839","$25,899",N/A
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2001-2002,"$10,400","$13,905","$19,750","$26,405",70.7%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2002-2003,"$11,500","$15,135","$21,694","$28,552",77.4%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2003-2004,"$13,159","$16,934","$23,399","$30,112",48.3%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2004-2005,"$14,160","$17,747","$24,400","$30,582",74.4%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2005-2006,"$15,300","$18,547","$25,500","$30,911",72.2%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2006-2007,"$16,600","$19,494","$26,800","$31,472",77.1%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2007-2008,"$18,336","$20,935","$28,536","$32,581",71.8%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2008-2009,"$20,146","$22,151","$30,346","$33,367",59.3%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2009-2010,"$21,646","$23,886","$31,846","$35,141",62.5%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2010-2011,"$23,800","$25,839","$33,800","$36,696",62.3%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2011-2012,"$26,200","$27,574","$36,200","$38,099",38.5%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2012-2013,"$27,800","$28,665","$37,800","$38,976",31.1%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2013-2014,"$29,000","$29,470","$38,000","$38,616",20.2%
WILLIAM &amp; MARY LAW SCHOOL,1779,1932,PUBLIC,2014-2015,"$29,800","$29,800","$38,800","$38,800",N/A
UNIVERSITY OF WASHINGTON SCHOOL OF LAW,1889,1924,PUBLIC,1996-1997,"$5,050","$7,622","$12,500","$18,866",N/A
UNIVERSITY OF WASHINGTON SCHOOL OF LAW,1889,1924,PUBLIC,1997-1998,"$5,400","$7,964","$13,300","$19,615",N/A
UNIVERSITY OF WASHINGTON SCHOOL OF LAW,1889,1924,PUBLIC,1998-1999,"$5,800","$8,423","$14,200","$20,623",N/A
UNIVERSITY OF WASHINGTON SCHOOL OF LAW,1889,1924,PUBLIC,1999-2000,"$6,009","$8,540","$14,169","$20,137",N/A
UNIVERSITY OF WASHINGTON SCHOOL OF LAW,1889,1924,PUBLIC,2000-2001,"$6,216","$8,546","$15,327","$21,071",N/A
UNIVERSITY OF WASHINGTON SCHOOL OF LAW,1889,1924,PUBLIC,2001-2002,"$6,921","$9,253","$17,124","$22,895",51.3%
UNIVERSITY OF WASHINGTON SCHOOL OF LAW,1889,1924,PUBLIC,2002-2003,"$10,230","$13,464","$17,969","$23,649",45.0%
